logkpl,Compound,SMILES,Texpi,ALogp2,nAcid,nAromBond,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,SC-4,FMF,nHBAcc,nHBDon,HybRatio,JPLogP,Kier2,Kier3,khs.sLi,khs.ssBe,khs.ssBH,khs.sssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.dssC,khs.aasC,khs.aaaC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nAtomLC,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLogP,topoShape,nRotB,LipinskiFailures,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,TopoPSA,VAdjMat,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,XLogP,Zagreb
-1.45,p-Chlorophenol,C1=CC(=CC=C1O)Cl,298,4.959529000000002,0,6,-0.0240483937383184,-0.0045328896665694,-0.0023837056641043,-0.0339868491345941,16.487418943389727,11.7004502446396,34.96937991420543,-0.3987330800288178,0.3223532525949648,4.711015101910423,8.310572274491424,0,0,0,6,0,0,0,0.0,0.4615384615384615,1,1,0.0,2.0369510253343672,2.52,1.8,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,3.3019272488946267,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,0,0,1,1,1,0,0,0,1,0,0,0,20.23,4.0,1.9416036510868868,4.990326431791092,2.495163215895545,0.0,62.0,2.238,36.0
-5.03,Hydroquinone,C1=CC(=CC=C1O)O,303,1.6775430399999998,0,6,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,0,0,0,6,0,0,0,0.0,0.4285714285714285,2,2,0.0,1.0010352957909394,2.52,1.8,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,0,0,1,1,1,0,0,0,1,0,0,0,40.46,4.0,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,1.2100000000000002,36.0
-2.95,hydroquinone,C1=CC(=CC=C1O)O,303,1.6775430399999998,0,6,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,0,0,0,6,0,0,0,0.0,0.4285714285714285,2,2,0.0,1.0010352957909394,2.52,1.8,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,0,0,1,1,1,0,0,0,1,0,0,0,40.46,4.0,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,1.2100000000000002,36.0
-2.42,Hydroquinone,C1=CC(=CC=C1O)O,303,1.6775430399999998,0,6,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,0,0,0,6,0,0,0,0.0,0.4285714285714285,2,2,0.0,1.0010352957909394,2.52,1.8,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,0,0,1,1,1,0,0,0,1,0,0,0,40.46,4.0,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,1.2100000000000002,36.0
-1.9,Hydroquinone,C1=CC(=CC=C1O)O,303,1.6775430399999998,0,6,-0.03250786003357,-0.0053471565409912,-0.0038376900597544,-0.0499259018396139,9.548938071081892,11.700073857062932,15.999016392438364,-0.404189045720576,0.3214204193144431,4.617016855399276,6.977817568504317,0,0,0,6,0,0,0,0.0,0.4285714285714285,2,2,0.0,1.0010352957909394,2.52,1.8,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.3019272488946267,0.3333333333333333,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,0,0,1,1,1,0,0,0,1,0,0,0,40.46,4.0,1.9416036510868868,4.990326431791092,4.990326431791092,0.0,62.0,1.2100000000000002,36.0
-4.22,salicylate,C1=CC=C(C(=C1)C(=O)O)[O-],305,0.23931664,2,6,-0.1238155490747658,0.0280410344046027,-0.1668655072177458,0.0990541358096164,12.323407106622838,11.694271608325858,16.009969882849582,-0.3744562760455827,0.4399413858345535,4.057178943210357,8.096363654398774,0,0,1,5,1,0,0,0.0,0.4,3,1,0.0,0.8275760487766382,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,60.36,4.321928094887363,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,1.6600000000000004,46.0
-3.7,salicylate,C1=CC=C(C(=C1)C(=O)O)[O-],305,0.23931664,2,6,-0.1238155490747658,0.0280410344046027,-0.1668655072177458,0.0990541358096164,12.323407106622838,11.694271608325858,16.009969882849582,-0.3744562760455827,0.4399413858345535,4.057178943210357,8.096363654398774,0,0,1,5,1,0,0,0.0,0.4,3,1,0.0,0.8275760487766382,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,60.36,4.321928094887363,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,1.6600000000000004,46.0
-3.98,salicylate,C1=CC=C(C(=C1)C(=O)O)[O-],305,0.23931664,2,6,-0.1238155490747658,0.0280410344046027,-0.1668655072177458,0.0990541358096164,12.323407106622838,11.694271608325858,16.009969882849582,-0.3744562760455827,0.4399413858345535,4.057178943210357,8.096363654398774,0,0,1,5,1,0,0,0.0,0.4,3,1,0.0,0.8275760487766382,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,60.36,4.321928094887363,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,1.6600000000000004,46.0
-1.35,Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,310,1.3618889999999997,1,6,-0.1099374635999491,0.0284575835044874,-0.1121113373524007,0.0658098322387846,12.323407106622838,11.694271608325858,16.009969882849582,-0.3962537158377986,0.4248869303557328,4.08157834880347,8.196278566621947,0,0,1,5,1,0,0,0.0,0.375,3,2,0.0,0.8974877270217478,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,57.53,4.321928094887363,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,1.6600000000000004,46.0
-3.03,Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,310,1.3618889999999997,1,6,-0.1099374635999491,0.0284575835044874,-0.1121113373524007,0.0658098322387846,12.323407106622838,11.694271608325858,16.009969882849582,-0.3962537158377986,0.4248869303557328,4.08157834880347,8.196278566621947,0,0,1,5,1,0,0,0.0,0.375,3,2,0.0,0.8974877270217478,3.408284023668639,1.991111111111111,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.0,0.0,3.965406456500188,2.381101577952299,0.0,0.0,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,57.53,4.321928094887363,1.9384818910762176,7.33207425342667,7.33207425342667,0.0,114.0,1.6600000000000004,46.0
-3.35,o-Phenylenediamine,C1=CC=C(C(=C1)N)N,305,0.1134342399999999,0,6,-0.0070469301828179,-0.0167579536285963,0.0070469301828179,-0.0002269932375876,8.71996060255296,11.699246871415836,14.010760857401216,-0.3798921680226527,0.3010516182983182,5.672861174035744,8.057008942559015,0,0,0,6,0,0,0,0.0,0.375,2,2,0.0,0.6120012923382572,2.52,1.487603305785124,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.965406456500188,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.9,0.3333333333333333,0,0,1,1,1,0,0,0,1,0,0,0,52.04,4.0,1.941676216669017,4.978279392143927,0.0,4.978279392143927,60.0,0.388,36.0
-1.48,o-Chlorophenol,C1=CC=C(C(=C1)O)Cl,298,4.959529000000002,0,6,-0.0187772332924106,-0.0415751190720032,0.0168833639011775,-0.000592038263452,16.487418943389727,11.700449187226711,34.96937991456319,-0.3937614859349164,0.3505607413241736,5.078530266559588,8.48840457957596,0,0,0,6,0,0,0,0.0,0.4615384615384615,1,1,0.0,2.0369510253343672,2.52,1.487603305785124,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,3.965406456500188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.3333333333333333,0,0,1,1,1,0,0,0,1,0,0,0,20.23,4.0,1.941676216669017,4.978279392143927,2.4891396960719634,0.0,60.0,2.2380000000000004,36.0
-2.51,catechol,C1=CC=C(C(=C1)O)O,310,1.6775430399999998,0,6,-0.0249763061437743,-0.0598856884793843,0.0249763061437743,-0.0008868650076442,9.548938071081892,11.70006811399465,15.999127094278569,-0.4029865036346698,0.3495560811542668,4.705106472158027,7.149060243494359,0,0,0,6,0,0,0,0.0,0.4285714285714285,2,2,0.0,1.0010352957909394,2.52,1.487603305785124,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,3.965406456500188,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.3333333333333333,0,0,1,1,1,0,0,0,1,0,0,0,40.46,4.0,1.941676216669017,4.978279392143927,4.978279392143927,0.0,60.0,1.3710000000000002,36.0
-1.14,Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,305,10.460049640000005,0,12,-0.0403015936956344,-0.0184325796709903,-0.0031884040959405,-6.705781184707335e-05,14.774469035540946,11.687499138432187,16.005946273999445,-0.3814624118559698,0.3640379752842471,5.3727670466790105,9.322616975092656,0,0,0,11,2,0,0,0.0,0.5416666666666666,1,0,0.0,3.2632271732707503,5.185595567867036,2.75,0,0,0,0,0,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0.0,0.0,0.0,0.0,13.995261637820173,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,1.0,2,0,2,2,2,0,0,0,2,0,0,0,17.07,4.906890595608519,2.0289599287534976,2.5711479546711256,2.5711479546711256,0.0,307.0,3.576000000000001,68.0
-1.25,Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,305,10.460049640000005,0,12,-0.0403015936956344,-0.0184325796709903,-0.0031884040959405,-6.705781184707335e-05,14.774469035540946,11.687499138432187,16.005946273999445,-0.3814624118559698,0.3640379752842471,5.3727670466790105,9.322616975092656,0,0,0,11,2,0,0,0.0,0.5416666666666666,1,0,0.0,3.2632271732707503,5.185595567867036,2.75,0,0,0,0,0,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0.0,0.0,0.0,0.0,13.995261637820173,2.381101577952299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,1.0,2,0,2,2,2,0,0,0,2,0,0,0,17.07,4.906890595608519,2.0289599287534976,2.5711479546711256,2.5711479546711256,0.0,307.0,3.576000000000001,68.0
-1.51,Benzoic acid,C1=CC=C(C=C1)C(=O)O,308,2.057503360000001,1,6,-0.1079818801888837,0.0142654362400301,-0.0043565222574698,-0.000151325840862,10.548938071081892,11.694740129955417,16.009789395117476,-0.3765979304405021,0.4136085535269623,4.022244753907736,7.955142694603438,0,0,1,5,1,0,0,0.0,0.4,2,1,0.0,1.320255245121335,3.239669421487603,2.0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0.0,0.0,0.0,0.0,6.083643418932058,1.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,37.3,4.169925001442312,1.94762382125082,4.815164890527417,4.815164890527417,0.0,88.0,1.6370000000000002,40.0
-2.12,benzoic acid,C1=CC=C(C=C1)C(=O)O,308,2.057503360000001,1,6,-0.1079818801888837,0.0142654362400301,-0.0043565222574698,-0.000151325840862,10.548938071081892,11.694740129955417,16.009789395117476,-0.3765979304405021,0.4136085535269623,4.022244753907736,7.955142694603438,0,0,1,5,1,0,0,0.0,0.4,2,1,0.0,1.320255245121335,3.239669421487603,2.0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0.0,0.0,0.0,0.0,6.083643418932058,1.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,37.3,4.169925001442312,1.94762382125082,4.815164890527417,4.815164890527417,0.0,88.0,1.6370000000000002,40.0
-1.38,trans-Cinnamaldehyde,C1=CC=C(C=C1)C=CC=O,305,3.800940160000001,0,6,-0.0556254379105611,-0.0122215868298036,-0.0009768069114048,-3.1734118018617934e-05,10.774469035540946,11.68908324912802,16.00593530495015,-0.3885584145663548,0.29003317874054,3.6149307864870446,8.69743750162104,0,0,1,7,1,0,0,0.0,0.3333333333333333,1,0,0.0,2.0715001990707584,4.760330578512397,3.111111111111111,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0.0,0.0,0.0,0.0,11.467501125105276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3400000000000003,0.75,2,0,1,1,1,0,0,0,1,0,0,0,17.07,4.321928094887363,1.9704545566963465,2.423773933104239,2.423773933104239,0.0,133.0,1.99,42.0
-1.55,trans-Cinnamaldehyde,C1=CC=C(C=C1)C=CC=O,305,3.800940160000001,0,6,-0.0556254379105611,-0.0122215868298036,-0.0009768069114048,-3.1734118018617934e-05,10.774469035540946,11.68908324912802,16.00593530495015,-0.3885584145663548,0.29003317874054,3.6149307864870446,8.69743750162104,0,0,1,7,1,0,0,0.0,0.3333333333333333,1,0,0.0,2.0715001990707584,4.760330578512397,3.111111111111111,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0.0,0.0,0.0,0.0,11.467501125105276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3400000000000003,0.75,2,0,1,1,1,0,0,0,1,0,0,0,17.07,4.321928094887363,1.9704545566963465,2.423773933104239,2.423773933104239,0.0,133.0,1.99,42.0
-1.48,Cinnamyl alcohol,C1=CC=C(C=C1)C=CCO,305,2.8672648899999977,0,6,-0.0430456661916383,-0.0024463351706047,0.0003649377249066,4.945206462066447e-05,10.774469035540946,11.689113821437385,15.99794680214859,-0.4191195468940282,0.2679555120054785,4.110848358676456,8.718960836082548,0,0,0,7,1,1,0,0.0,0.3,1,1,0.1111111111111111,1.8898958708644504,4.760330578512397,3.111111111111111,0,0,0,0,0,0,1,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0.0,0.0,0.0,0.0,11.467501125105276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3400000000000003,0.75,2,0,1,1,1,0,0,0,1,0,0,0,20.23,4.321928094887363,1.9704545566963465,2.423773933104239,2.423773933104239,0.0,133.0,1.813,42.0
-1.54,Cinnamyl alcohol,C1=CC=C(C=C1)C=CCO,305,2.8672648899999977,0,6,-0.0430456661916383,-0.0024463351706047,0.0003649377249066,4.945206462066447e-05,10.774469035540946,11.689113821437385,15.99794680214859,-0.4191195468940282,0.2679555120054785,4.110848358676456,8.718960836082548,0,0,0,7,1,1,0,0.0,0.3,1,1,0.1111111111111111,1.8898958708644504,4.760330578512397,3.111111111111111,0,0,0,0,0,0,1,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0.0,0.0,0.0,0.0,11.467501125105276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3400000000000003,0.75,2,0,1,1,1,0,0,0,1,0,0,0,20.23,4.321928094887363,1.9704545566963465,2.423773933104239,2.423773933104239,0.0,133.0,1.813,42.0
-1.89,Benzyl bromide,C1=CC=C(C=C1)CBr,305,6.628565160000001,0,6,-0.0173591182269398,-0.0003181304309825,0.0006416339126174,6.723504233790529e-05,51.25809079131541,11.695026938745489,78.91851801257032,-0.3587590463702722,0.2638579937342461,6.492054790073263,9.129418551751426,0,0,0,5,1,1,0,0.0,0.4,0,0,0.1428571428571428,2.782080803115772,3.111111111111111,1.8,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0.0,0.0,0.0,0.0,7.732315986074721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,0.0,4.0,1.9615831826636247,2.4524550452976723,0.0,0.0,64.0,2.823,34.0
-1.55,Benzyl bromide,C1=CC=C(C=C1)CBr,305,6.628565160000001,0,6,-0.0173591182269398,-0.0003181304309825,0.0006416339126174,6.723504233790529e-05,51.25809079131541,11.695026938745489,78.91851801257032,-0.3587590463702722,0.2638579937342461,6.492054790073263,9.129418551751426,0,0,0,5,1,1,0,0.0,0.4,0,0,0.1428571428571428,2.782080803115772,3.111111111111111,1.8,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0.0,0.0,0.0,0.0,7.732315986074721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.6666666666666666,1,0,1,1,1,0,0,0,1,0,0,0,0.0,4.0,1.9615831826636247,2.4524550452976723,0.0,0.0,64.0,2.823,34.0
-0.95,5-phenylpentanol,C1=CC=C(C=C1)CCCCCO,310,8.498974090000004,0,6,-0.0338647364662348,-0.00742987979164,0.0010065010693672,0.0029141238959456,12.774469035540946,11.694130945277454,15.997947303652118,-0.4231455767115343,0.2549311981928778,3.965785654333212,8.747406082915731,0,0,0,5,1,1,4,0.0,0.2142857142857142,1,1,0.4545454545454545,3.1854672653186538,6.508875739644971,4.591836734693878,0,0,0,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0.0,0.0,0.0,0.0,15.394910668022218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.8,5,0,1,1,1,0,0,0,1,0,0,0,20.23,4.584962500721156,1.9756262994480904,2.416603655055881,2.416603655055881,0.0,242.0,2.865,50.0
