Source_Data_Row,Compound name,Smiles,Canonical_SMILES,logkp (cm/s),Predicted_logKp_LGBM,Prediction_Error_LGBM,Absolute_Error_LGBM,Within_Tolerance_LGBM,skin source type,skin source site,used layer,skin preparation,storage temperature (°C),storage duration (days),neat,donor/skin surface temperature (°C),donor pH,donor type,acceptor temperature (°C),acceptor pH,acceptor type,cell type,reference,DOI,DOI_URL,LogP,molecular weight,Condition_Signature
71,1-Hexyl-2-Pyrrolidone,CCCCCCN1CCCC1=O,CCCCCCN1CCCC1=O,-5.20800000,-5.28566611,-0.07766611,0.07766611,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,2.18910000,169.14666423,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
72,1-Octanol,CCCCCCCCO,CCCCCCCCO,-4.87000000,-4.79457938,0.07542062,0.07542062,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,2.33920000,130.13576520,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
74,1-Octyl-2-Pyrrolidone,CCCCCCCCN1CCCC1=O,CCCCCCCCN1CCCC1=O,-4.82700000,-5.40574154,-0.57874154,0.57874154,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,2.96930000,197.17796436,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
75,1-Pentanol,CCCCCO,CCCCCO,-5.12500000,-5.83778283,-0.71278283,0.71278283,False,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,1.16890000,88.08881500,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
76,2-Phenylethanol,OCCc1ccccc1,OCCc1ccccc1,-5.27600000,-5.26347735,0.01252265,0.01252265,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,1.22140000,122.07316494,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
77,Carvacrol,CC(c1ccc(c(c1)O)C)C,Cc1ccc(C(C)C)cc1O,-4.84200000,-4.78802485,0.05397515,0.05397515,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,2.82402000,150.10446507,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
78,Thymol,Cc1ccc(c(c1)O)C(C)C,Cc1ccc(C(C)C)c(O)c1,-4.86000000,-4.74197271,0.11802729,0.11802729,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,unknown,unknown,unknown,37,unknown,unknown,Glass diffusion cell,"Chantasart, 2010",10.1007/s11095-010-0181-z,https://doi.org/10.1007/s11095-010-0181-z,2.82402000,150.10446507,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
79,Ethanol,CCO,CCO,-6.27800000,-6.49022097,-0.21222097,0.21222097,True,Abdominoplasty,abdomen,epidermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,https://doi.org/10.1046/j.1523-1747.2003.12131.x,-0.00140000,46.04186481,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=35; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=35; acceptor pH=7.4; acceptor type=PBS with bovine serum albumin; cell type=Franz cell
80,1-Butanol,CCCCO,CCCCO,-5.65900000,-5.97606842,-0.31706842,0.31706842,True,Abdominoplasty,abdomen,epidermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,https://doi.org/10.1046/j.1523-1747.2003.12131.x,0.77880000,74.07316494,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=35; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=35; acceptor pH=7.4; acceptor type=PBS with bovine serum albumin; cell type=Franz cell
81,1-Decanol,CCCCCCCCCCO,CCCCCCCCCCO,-4.70100000,-5.06158902,-0.36058902,0.36058902,True,Abdominoplasty,abdomen,epidermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,https://doi.org/10.1046/j.1523-1747.2003.12131.x,3.11940000,158.16706532,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=35; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=35; acceptor pH=7.4; acceptor type=PBS with bovine serum albumin; cell type=Franz cell
82,1-Hexanol,CCCCCCO,CCCCCCO,-5.05100000,-5.34239068,-0.29139068,0.29139068,True,Abdominoplasty,abdomen,epidermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,https://doi.org/10.1046/j.1523-1747.2003.12131.x,1.55900000,102.10446507,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=35; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=35; acceptor pH=7.4; acceptor type=PBS with bovine serum albumin; cell type=Franz cell
83,1-Octanol,CCCCCCCCO,CCCCCCCCO,-4.58600000,-4.78834575,-0.20234575,0.20234575,True,Abdominoplasty,abdomen,epidermis,heat separation,unknown,unknown,0,35,7.4,PBS,35,7.4,PBS with bovine serum albumin,Franz cell,"Cross, 2003",10.1046/j.1523-1747.2003.12131.x,https://doi.org/10.1046/j.1523-1747.2003.12131.x,2.33920000,130.13576520,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=35; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=35; acceptor pH=7.4; acceptor type=PBS with bovine serum albumin; cell type=Franz cell
86,Butyl nicotinate,CCCCOC(=O)c1cccnc1,CCCCOC(=O)c1cccnc1,-5.33500000,-5.07542862,0.25957138,0.25957138,True,Abdominoplasty or mammaplasty,"abdomen, breast",epidermis,heat separation,4,unknown,0,37,7.4,unknown,37,unknown,PBS,Franz cell,"Dalpozzo, 1991",10.1002/jps.2600800114,https://doi.org/10.1002/jps.2600800114,2.03850000,179.09462866,"skin source type=Abdominoplasty or mammaplasty; skin source site=abdomen, breast; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.4; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=PBS; cell type=Franz cell"
90,Methyltriglycol nicotinate,COCCOCCOCCOC(=O)c1cccnc1,COCCOCCOCCOC(=O)c1cccnc1,-7.30800000,-6.72116789,0.58683211,0.58683211,True,Abdominoplasty or mammaplasty,"abdomen, breast",epidermis,heat separation,4,unknown,0,37,7.4,unknown,37,unknown,PBS,Franz cell,"Dalpozzo, 1991",10.1002/jps.2600800114,https://doi.org/10.1002/jps.2600800114,0.91800000,269.12632271,"skin source type=Abdominoplasty or mammaplasty; skin source site=abdomen, breast; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.4; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=PBS; cell type=Franz cell"
91,n-Hexyl nicotinate,CCCCCCOC(=O)c1cccnc1,CCCCCCOC(=O)c1cccnc1,-5.30300000,-5.08827090,0.21472910,0.21472910,True,Abdominoplasty or mammaplasty,"abdomen, breast",epidermis,heat separation,4,unknown,0,37,7.4,unknown,37,unknown,PBS,Franz cell,"Dalpozzo, 1991",10.1002/jps.2600800114,https://doi.org/10.1002/jps.2600800114,2.81870000,207.12592878,"skin source type=Abdominoplasty or mammaplasty; skin source site=abdomen, breast; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.4; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=PBS; cell type=Franz cell"
93,Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,-5.69600000,-5.80135390,-0.10535390,0.10535390,True,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,unknown,Water,37,7.4,PBS,Franz cell,"Degim, 1998",10.1016/S0378-5173(98)00113-6,https://doi.org/10.1016/S0378-5173(98)00113-6,1.31010000,180.04225874,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
95,Benzoic acid,OC(=O)c1ccccc1,O=C(O)c1ccccc1,-5.15600000,-5.40451798,-0.24851798,0.24851798,True,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,unknown,Water,37,7.4,PBS,Franz cell,"Degim, 1998",10.1016/S0378-5173(98)00113-6,https://doi.org/10.1016/S0378-5173(98)00113-6,1.38480000,122.03677943,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
96,Diclofenac,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-6.55600000,-6.31830995,0.23769005,0.23769005,True,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,unknown,Water,37,7.4,PBS,Franz cell,"Degim, 1998",10.1016/S0378-5173(98)00113-6,https://doi.org/10.1016/S0378-5173(98)00113-6,4.36410000,295.01668395,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
97,Ibuprofen,CC(Cc1ccc(cc1)C(C(=O)O)C)C,CC(C)Cc1ccc(C(C)C(=O)O)cc1,-4.99600000,-5.53896960,-0.54296960,0.54296960,True,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,unknown,Water,37,7.4,PBS,Franz cell,"Degim, 1998",10.1016/S0378-5173(98)00113-6,https://doi.org/10.1016/S0378-5173(98)00113-6,3.07320000,206.13067982,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
100,Nicotine,CN1CCCC1c1cccnc1,CN1CCCC1c1cccnc1,-6.03600000,-5.75147545,0.28452455,0.28452455,True,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,unknown,Water,37,7.4,PBS,Franz cell,"Degim, 1998",10.1016/S0378-5173(98)00113-6,https://doi.org/10.1016/S0378-5173(98)00113-6,1.84830000,162.11569845,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
101,Salicylic acid,OC(=O)c1ccccc1O,O=C(O)c1ccccc1O,-5.41600000,-5.82096715,-0.40496715,0.40496715,True,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,unknown,Water,37,7.4,PBS,Franz cell,"Degim, 1998",10.1016/S0378-5173(98)00113-6,https://doi.org/10.1016/S0378-5173(98)00113-6,1.09040000,138.03169405,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
104,Ketoprofen,OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-6.76800000,-6.11660970,0.65139030,0.65139030,False,Abdominoplasty,abdomen,"epidermis, dermis",unknown,-70,21,0,32,unknown,unknown,37,7.4,PBS,Franz cell,"Degim, 2003",10.1002/jps.10312,https://doi.org/10.1002/jps.10312,3.10570000,254.09429431,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=unknown; storage temperature (°C)=-70; storage duration (days)=21; neat=0; donor/skin surface temperature (°C)=32; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
108,Theophylline,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-7.12500000,-7.35333303,-0.22833303,0.22833303,True,Cadaver,thigh,"epidermis, dermis",dermatomed 300um,4,28,0,37,7.35,Water,37,7.4,PBS with sodium azide,Franz cell,"Dolezal, 1993",10.1023/A:1018914806761,https://doi.org/10.1023/A:1018914806761,-1.03970000,180.06472550,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 300um; storage temperature (°C)=4; storage duration (days)=28; neat=0; donor/skin surface temperature (°C)=37; donor pH=7.35; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS with sodium azide; cell type=Franz cell"
109,"1,2,4-Benzenetriol",Oc1ccc(c(c1)O)O,Oc1ccc(O)c(O)c1,-7.45600000,-7.24970682,0.20629318,0.20629318,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,0.80340000,126.03169405,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
110,Catechol,Oc1ccccc1O,Oc1ccccc1O,-6.06600000,-6.11374250,-0.04774250,0.04774250,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,1.09780000,110.03677943,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
111,Hydroquinone,Oc1ccc(cc1)O,Oc1ccc(O)cc1,-6.50600000,-6.61404001,-0.10804001,0.10804001,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,1.09780000,110.03677943,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
112,Phenol,Oc1ccccc1,Oc1ccccc1,-5.58600000,-6.05113269,-0.46513269,0.46513269,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,1.39220000,94.04186481,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
113,Phloroglucinol,Oc1cc(O)cc(c1)O,Oc1cc(O)cc(O)c1,-6.06600000,-6.34110713,-0.27510713,0.27510713,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,0.80340000,126.03169405,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
114,Pyrogallol,Oc1c(O)cccc1O,Oc1cccc(O)c1O,-6.36600000,-6.47687365,-0.11087365,0.11087365,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,0.80340000,126.03169405,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
115,Resorcinol,Oc1cccc(c1)O,Oc1cccc(O)c1,-6.62600000,-6.33300602,0.29299398,0.29299398,True,Abdominoplasty,abdomen,epidermis,heat separation,-17,unknown,0,37,unknown,Water,37,7.4,PBS,Franz cell,"du Plessis, 2002",10.1016/S0928-0987(02)00085-4,https://doi.org/10.1016/S0928-0987(02)00085-4,1.09780000,110.03677943,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-17; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
116,Amphetamine,CC(Cc1ccccc1)N,CC(N)Cc1ccccc1,-8.40900000,-4.98612741,3.42287259,3.42287259,False,Cadaver,thigh,"epidermis, dermis","dermatomed 750um, hydrated",4,unknown,0,unknown,unknown,unknown,unknown,7,Ringer solution,Glass diffusion cell,"Galey, 1976",10.1111/1523-1747.ep12598596,https://doi.org/10.1111/1523-1747.ep12598596,1.57630000,135.10479942,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 750um, hydrated; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=7; acceptor type=Ringer solution; cell type=Glass diffusion cell"
117,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.96700000,-6.13682104,-0.16982104,0.16982104,True,Cadaver,thigh,"epidermis, dermis","dermatomed 750um, hydrated",4,unknown,0,unknown,unknown,unknown,unknown,7,Ringer solution,Glass diffusion cell,"Galey, 1976",10.1111/1523-1747.ep12598596,https://doi.org/10.1111/1523-1747.ep12598596,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 750um, hydrated; storage temperature (°C)=4; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=unknown; acceptor pH=7; acceptor type=Ringer solution; cell type=Glass diffusion cell"
119,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-6.68400000,-6.10557185,0.57842815,0.57842815,True,Cadaver,abdomen,epidermis,"heat separation, hydrated",-24,unknown,0,30,unknown,Ethanol,32,unknown,Ethanol,Semi-automated apparatus,"Goodman, 1988",10.1111/1523-1747.ep12475655,https://doi.org/10.1111/1523-1747.ep12475655,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation, hydrated; storage temperature (°C)=-24; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=30; donor pH=unknown; donor type=Ethanol; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=Ethanol; cell type=Semi-automated apparatus"
120,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-6.01800000,-6.10557185,-0.08757185,0.08757185,True,Cadaver,abdomen,epidermis,"heat separation, hydrated",-24,unknown,0,30,unknown,Water,32,unknown,Water,Semi-automated apparatus,"Goodman, 1988",10.1111/1523-1747.ep12475655,https://doi.org/10.1111/1523-1747.ep12475655,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation, hydrated; storage temperature (°C)=-24; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=30; donor pH=unknown; donor type=Water; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=Water; cell type=Semi-automated apparatus"
121,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-6.20100000,-6.18206863,0.01893137,0.01893137,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,5.0,NaOH,37,7.4,PBS,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,1.18500000,226.13174244,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=5.0; donor type=NaOH; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
122,Barbital,CCC1(CC)C(=O)NC(=O)NC1=O,CCC1(CC)C(=O)NC(=O)NC1=O,-7.50900000,-7.50766200,0.00133800,0.00133800,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,5.0,NaOH,37,7.4,PBS,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,0.15880000,184.08479224,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=5.0; donor type=NaOH; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
124,Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-7.48100000,-7.39621599,0.08478401,0.08478401,True,Cadaver,abdomen,"epidermis, dermis",fat removed,4,0.5,0,30,unknown,Ethanol,37,unknown,Ethanol,Franz cell,"Hadgraft, 1987",10.1016/0378-5173(87)90210-9,https://doi.org/10.1016/0378-5173(87)90210-9,1.78160000,362.20932406,"skin source type=Cadaver; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=4; storage duration (days)=0.5; neat=0; donor/skin surface temperature (°C)=30; donor pH=unknown; donor type=Ethanol; acceptor temperature (°C)=37; acceptor pH=unknown; acceptor type=Ethanol; cell type=Franz cell"
