Source_Data_Row,Compound name,Smiles,Canonical_SMILES,logkp (cm/s),Predicted_logKp_LGBM,Prediction_Error_LGBM,Absolute_Error_LGBM,Within_Tolerance_LGBM,skin source type,skin source site,used layer,skin preparation,storage temperature (°C),storage duration (days),neat,donor/skin surface temperature (°C),donor pH,donor type,acceptor temperature (°C),acceptor pH,acceptor type,cell type,reference,DOI,DOI_URL,LogP,molecular weight,Condition_Signature
313,Naproxen mannoside,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)O)C,COc1ccc2cc([C@H](C)C(=O)OC[C@H]3OC(O)[C@@H](O)[C@@H](O)[C@@H]3O)ccc2c1,-7.70000000,-7.25062739,0.44937261,0.44937261,True,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,https://doi.org/10.1016/j.ijpharm.2005.05.030,0.29500000,392.14711773,skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=7; donor type=PBS; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell
314,Aspartic acid,OC(=O)CC(C(=O)O)N,NC(CC(=O)O)C(=O)O,-7.43200000,-7.63349631,-0.20149631,0.20149631,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,3.4,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-1.12700000,133.03750770,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=3.4; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
315,Aspartic acid,OC(=O)CC(C(=O)O)N,NC(CC(=O)O)C(=O)O,-7.58500000,-7.63349631,-0.04849631,0.04849631,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,7.3,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-1.12700000,133.03750770,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.3; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
316,Histidine,N[C@H](C(=O)O)Cc1c[nH]cn1,N[C@@H](Cc1c[nH]cn1)C(=O)O,-7.90700000,-7.59313163,0.31386837,0.31386837,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,5,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-0.63590000,155.06947653,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=5; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
317,Histidine,N[C@H](C(=O)O)Cc1c[nH]cn1,N[C@@H](Cc1c[nH]cn1)C(=O)O,-7.81200000,-7.59313163,0.21886837,0.21886837,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,7.3,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-0.63590000,155.06947653,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.3; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
318,Histidine,N[C@H](C(=O)O)Cc1c[nH]cn1,N[C@@H](Cc1c[nH]cn1)C(=O)O,-7.90300000,-7.59313163,0.30986837,0.30986837,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,8.5,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-0.63590000,155.06947653,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=8.5; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
319,Lysine,NCCCC[C@@H](C(=O)O)N,NCCCC[C@H](N)C(=O)O,-7.32800000,-7.15895321,0.16904679,0.16904679,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,7.3,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-0.47270000,146.10552769,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.3; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
320,Lysine,NCCCC[C@@H](C(=O)O)N,NCCCC[C@H](N)C(=O)O,-6.86000000,-7.15895321,-0.29895321,0.29895321,True,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,8.9,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,https://doi.org/10.1016/0378-5173(93)90321-6,-0.47270000,146.10552769,"skin source type=Cadaver; skin source site=thigh; used layer=epidermis, dermis; skin preparation=dermatomed 500um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=8.9; donor type=NaCl solution; acceptor temperature (°C)=37; acceptor pH=7.3; acceptor type=NaCl solution; cell type=Glass diffusion cell"
322,Chloral hydrate,OC(C(Cl)(Cl)Cl)O,OC(O)C(Cl)(Cl)Cl,-5.96500000,-6.34450184,-0.37950184,0.37950184,True,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,https://doi.org/10.1002/jat.1657,0.66730000,163.91986238,"skin source type=Cadaver; skin source site=torso; used layer=epidermis, dermis; skin preparation=dermatomed 250-280um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=37; donor pH=unknown; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell"
328,Levosimendan,N#CC(=NNc1ccc(cc1)C1=NNC(=O)C[C@H]1C)C#N,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,-6.48400000,-6.21604654,0.26795346,0.26795346,True,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,25,5,Acetate solution,25,unknown,unknown,Glass diffusion cell,"Valjakka-Koskela, 2000",10.1016/S0928-0987(00)00120-2,https://doi.org/10.1016/S0928-0987(00)00120-2,1.36176000,280.10725900,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=5; donor type=Acetate solution; acceptor temperature (°C)=25; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
329,Levosimendan,N#CC(=NNc1ccc(cc1)C1=NNC(=O)C[C@H]1C)C#N,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,-7.95400000,-6.14350244,1.81049756,1.81049756,False,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,unknown,unknown,Glass diffusion cell,"Valjakka-Koskela, 2000",10.1016/S0928-0987(00)00120-2,https://doi.org/10.1016/S0928-0987(00)00120-2,1.36176000,280.10725900,skin source type=Cadaver; skin source site=abdomen; used layer=epidermis; skin preparation=heat separation; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=unknown; acceptor type=unknown; cell type=Glass diffusion cell
332,Ethylene glycol mono isopropyl ether,OCCOC(C)C,CC(C)OCCO,-6.91300000,-6.70777923,0.20522077,0.20522077,True,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,https://doi.org/10.1016/j.tiv.2004.03.004,0.40370000,104.08372962,"skin source type=Surgery; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=-25; storage duration (days)=120; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Franz cell"
333,Ethylene glycol mono methyl ether acetate,COCCOC(=O)C,COCCOC(C)=O,-6.29900000,-6.13496448,0.16403552,0.16403552,True,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,https://doi.org/10.1016/j.tiv.2004.03.004,0.19590000,118.06299418,"skin source type=Surgery; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=-25; storage duration (days)=120; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Franz cell"
334,2-Propoxyethanol,CCCOCCO,CCCOCCO,-6.54300000,-6.46161253,0.08138747,0.08138747,True,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,https://doi.org/10.1016/j.tiv.2004.03.004,0.40530000,104.08372962,"skin source type=Surgery; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=-25; storage duration (days)=120; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Franz cell"
337,Ethylene glycol mono isopropyl ether,OCCOC(C)C,CC(C)OCCO,-7.12500000,-6.70777923,0.41722077,0.41722077,True,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,https://doi.org/10.1016/j.tiv.2004.03.004,0.40370000,104.08372962,"skin source type=Surgery; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=-25; storage duration (days)=120; neat=1; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Franz cell"
338,Ethylene glycol mono methyl ether acetate,COCCOC(=O)C,COCCOC(C)=O,-6.63700000,-6.13496448,0.50203552,0.50203552,True,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,https://doi.org/10.1016/j.tiv.2004.03.004,0.19590000,118.06299418,"skin source type=Surgery; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=-25; storage duration (days)=120; neat=1; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Franz cell"
339,2-Propoxyethanol,CCCOCCO,CCCOCCO,-6.92300000,-6.46161253,0.46138747,0.46138747,True,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,https://doi.org/10.1016/j.tiv.2004.03.004,0.40530000,104.08372962,"skin source type=Surgery; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=-25; storage duration (days)=120; neat=1; donor/skin surface temperature (°C)=unknown; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=NaCl solution; cell type=Franz cell"
340,Acyclovir,Nc1nc(=O)c2c([nH]1)n(COCCO)cn2,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-7.07900000,-6.88129809,0.19770191,0.19770191,True,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Franz cell,"Volpato, 1998",10.1016/S0168-3659(97)00152-1,https://doi.org/10.1016/S0168-3659(97)00152-1,-1.33180000,225.08618921,"skin source type=Abdominoplasty; skin source site=abdomen; used layer=epidermis, dermis; skin preparation=fat removed; storage temperature (°C)=unknown; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.4; donor type=PBS; acceptor temperature (°C)=unknown; acceptor pH=7.4; acceptor type=PBS; cell type=Franz cell"
341,1-Methoxy-2-Propanol,COCC(O)C,COCC(C)O,-6.39700000,-6.80702636,-0.41002636,0.41002636,True,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,https://doi.org/10.1007/s00420-002-0367-8,0.01360000,90.06807956,"skin source type=Mammaplasty; skin source site=breast; used layer=epidermis, dermis; skin preparation=dermatomed 330um; storage temperature (°C)=-70; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.4; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin; cell type=Glass diffusion cell"
342,2-Butoxyethanol,CCCCOCCO,CCCCOCCO,-5.26800000,-5.79545676,-0.52745676,0.52745676,True,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,https://doi.org/10.1007/s00420-002-0367-8,0.79540000,118.09937969,"skin source type=Mammaplasty; skin source site=breast; used layer=epidermis, dermis; skin preparation=dermatomed 330um; storage temperature (°C)=-70; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.4; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin; cell type=Glass diffusion cell"
343,2-Ethoxyethanol,OCCOCC,CCOCCO,-5.63400000,-6.63506730,-1.00106730,1.00106730,False,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,https://doi.org/10.1007/s00420-002-0367-8,0.01520000,90.06807956,"skin source type=Mammaplasty; skin source site=breast; used layer=epidermis, dermis; skin preparation=dermatomed 330um; storage temperature (°C)=-70; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=unknown; donor pH=7.4; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=7.4; acceptor type=Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin; cell type=Glass diffusion cell"
344,5-Fluorouracil,Fc1c[nH]c(=O)[nH]c1=O,O=c1[nH]cc(F)c(=O)[nH]1,-7.57400000,-8.27467177,-0.70067177,0.70067177,False,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",-20,unknown,0,32,unknown,unknown,32,unknown,Sodium azide,unknown,"Williams, 1992",10.1016/0378-5173(92)90032-W,https://doi.org/10.1016/0378-5173(92)90032-W,-0.79770000,130.01785556,"skin source type=Cadaver; skin source site=abdomen; used layer=stratum corneum; skin preparation=heat separation, hydrated; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=32; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=Sodium azide; cell type=unknown"
345,Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.48800000,-6.13682104,-0.64882104,0.64882104,False,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",-20,unknown,0,32,unknown,unknown,32,unknown,Sodium azide,unknown,"Williams, 1992",10.1016/0378-5173(92)90032-W,https://doi.org/10.1016/0378-5173(92)90032-W,3.60920000,272.17763001,"skin source type=Cadaver; skin source site=abdomen; used layer=stratum corneum; skin preparation=heat separation, hydrated; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=32; donor pH=unknown; donor type=unknown; acceptor temperature (°C)=32; acceptor pH=unknown; acceptor type=Sodium azide; cell type=unknown"
348,Bromoacetic acid,OC(=O)CBr,O=C(O)CBr,-6.41000000,-5.98336273,0.42663727,0.42663727,True,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,https://doi.org/10.1006/taap.2002.9494,0.46590000,137.93164144,"skin source type=Mammaplasty; skin source site=breast; used layer=epidermis, dermis; skin preparation=dermatomed 250-280um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=40; donor pH=7; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=Glass diffusion cell"
349,Bromochloroacetic acid,OC(=O)C(Br)Cl,O=C(O)C(Cl)Br,-6.35200000,-5.96603700,0.38596300,0.38596300,True,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,https://doi.org/10.1006/taap.2002.9494,1.03080000,171.89266908,"skin source type=Mammaplasty; skin source site=breast; used layer=epidermis, dermis; skin preparation=dermatomed 250-280um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=1; donor/skin surface temperature (°C)=40; donor pH=7; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=unknown; cell type=Glass diffusion cell"
350,Bromodichloromethane,ClC(Br)Cl,ClC(Cl)Br,-4.30100000,-4.88703062,-0.58603062,0.58603062,True,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,25,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,https://doi.org/10.1006/taap.2002.9494,2.14250000,161.86386749,"skin source type=Mammaplasty; skin source site=breast; used layer=epidermis, dermis; skin preparation=dermatomed 250-280um; storage temperature (°C)=-20; storage duration (days)=unknown; neat=0; donor/skin surface temperature (°C)=25; donor pH=7; donor type=Water; acceptor temperature (°C)=37; acceptor pH=7.4; acceptor type=PBS; cell type=Glass diffusion cell"
